Age,Occupation,Risk Tolerance,Investment Duration,Financial Goals,Investment Amount,Liquidity Needs,Investment Recommendation,Annual Income
39,Student,High,Long-term,Retirement,80000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,50517
38,Self-Employed,Low,Mid-term,Education,500000,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,780829
24,Service Industry,Medium,Long-term,Wealth Building,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1180379
47,Freelancer,Medium,Long-term,Wealth Building,370592,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1109947
19,Doctor,High,Long-term,Retirement,462358,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1014791
48,Business Owner,High,Short-term,Emergency Fund,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,480287
27,Government Employee,High,Long-term,Retirement,475986,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,476385
63,Lawyer,Low,Long-term,Retirement,37597,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1290159
30,Teacher,Medium,Long-term,Retirement,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1077600
36,Student,Medium,Short-term,Emergency Fund,80000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,83465
61,Teacher,Medium,Long-term,Retirement,440439,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,748000
34,Consultant,High,Long-term,Retirement,428296,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1277785
50,Doctor,Medium,Long-term,Wealth Building,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1005778
33,Teacher,High,Mid-term,Marriage,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1050552
30,IT Professional,Medium,Short-term,Emergency Fund,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1025985
24,Government Employee,Medium,Long-term,Wealth Building,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,801415
30,Freelancer,High,Long-term,Wealth Building,333434,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,432177
47,Banker,Medium,Long-term,Wealth Building,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,428169
22,Doctor,High,Short-term,Emergency Fund,451560,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,540635
26,Government Employee,Medium,Mid-term,Marriage,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,542295
36,Self-Employed,High,Long-term,Wealth Building,325478,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,321128
59,Banker,Medium,Long-term,Wealth Building,184793,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,937379
50,Retail Worker,Low,Mid-term,Education,500000,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,670780
29,Banker,Low,Mid-term,Marriage,500000,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,830927
35,Artist,High,Mid-term,Education,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,556300
57,Business Owner,High,Long-term,Retirement,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,898544
51,Doctor,Medium,Long-term,Wealth Building,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,650443
59,Artist,Medium,Long-term,Retirement,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,390463
21,Banker,Medium,Long-term,Retirement,124758,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1283173
22,Consultant,Low,Long-term,Retirement,500000,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,677091
21,Banker,Low,Long-term,Wealth Building,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1298922
44,Engineer,Medium,Short-term,Emergency Fund,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,513296
28,Doctor,Low,Long-term,Wealth Building,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1133161
61,Teacher,High,Mid-term,Marriage,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,990384
64,Lawyer,Medium,Mid-term,Education,258862,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,401702
63,Service Industry,Medium,Short-term,Emergency Fund,256444,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,775818
58,Artist,Medium,Short-term,Emergency Fund,306310,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,772531
39,Consultant,High,Mid-term,Education,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,721097
46,Doctor,Medium,Mid-term,Education,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1186779
44,Teacher,Low,Long-term,Retirement,500000,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,628279
39,Banker,Medium,Mid-term,Education,66259,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,679291
44,Consultant,Low,Mid-term,Education,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,506941
32,Consultant,High,Mid-term,Marriage,405105,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,911150
63,Teacher,Low,Long-term,Retirement,32564,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,504533
44,Retail Worker,Low,Mid-term,Marriage,384545,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1213363
55,Banker,Low,Mid-term,Education,219173,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,897605
18,IT Professional,Medium,Long-term,Retirement,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,945587
20,IT Professional,Low,Mid-term,Education,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1183130
49,Engineer,Medium,Mid-term,Marriage,245104,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,379238
31,Engineer,Low,Short-term,Emergency Fund,500000,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,683484
21,Banker,Medium,Mid-term,Marriage,490076,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,373892
62,Self-Employed,Low,Mid-term,Education,500000,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,633185
32,Teacher,High,Long-term,Retirement,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1216874
18,Lawyer,Low,Mid-term,Education,500000,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,913698
32,Consultant,Low,Mid-term,Education,189538,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,328592
19,Government Employee,Low,Long-term,Retirement,500000,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1113191
26,Service Industry,High,Long-term,Wealth Building,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,479364
35,Service Industry,Low,Long-term,Wealth Building,224086,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,646823
31,Teacher,High,Short-term,Emergency Fund,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,781580
39,Freelancer,Medium,Long-term,Wealth Building,214665,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1074184
51,Student,Low,Short-term,Emergency Fund,80000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,91495
33,Service Industry,Medium,Mid-term,Education,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1071996
28,Engineer,Medium,Long-term,Retirement,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,847875
42,Business Owner,High,Mid-term,Marriage,393618,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1158630
18,Teacher,High,Short-term,Emergency Fund,336614,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,473016
34,Service Industry,Medium,Long-term,Wealth Building,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,318752
43,Self-Employed,Medium,Mid-term,Education,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,855886
58,Self-Employed,Medium,Short-term,Emergency Fund,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,302456
37,Retail Worker,Low,Mid-term,Marriage,281095,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1298465
18,Freelancer,Low,Short-term,Emergency Fund,500000,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1141207
25,Service Industry,High,Short-term,Emergency Fund,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,622983
37,Doctor,High,Mid-term,Education,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,928948
62,Banker,Low,Mid-term,Education,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,340223
49,Government Employee,High,Long-term,Retirement,215382,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,495974
58,Government Employee,Low,Short-term,Emergency Fund,500000,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,750929
56,IT Professional,High,Long-term,Retirement,79416,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,987219
42,Teacher,High,Mid-term,Education,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,348422
52,Self-Employed,High,Short-term,Emergency Fund,496087,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1220545
51,Business Owner,Low,Mid-term,Education,169668,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1205607
53,Self-Employed,High,Mid-term,Marriage,20272,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,915626
47,Service Industry,Low,Short-term,Emergency Fund,500000,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,775624
50,Self-Employed,Low,Short-term,Emergency Fund,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,985387
49,Retail Worker,High,Mid-term,Marriage,464536,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,452772
55,Banker,Medium,Long-term,Retirement,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,492299
55,Service Industry,High,Long-term,Retirement,18927,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1076584
54,Government Employee,Medium,Short-term,Emergency Fund,202807,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1042931
34,Government Employee,High,Long-term,Retirement,390091,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1258020
36,Freelancer,Medium,Mid-term,Marriage,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,511937
62,Artist,High,Mid-term,Education,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,535306
23,Lawyer,High,Long-term,Wealth Building,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1136177
46,Doctor,High,Short-term,Emergency Fund,446208,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,481789
40,Consultant,Medium,Short-term,Emergency Fund,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,673744
55,IT Professional,Low,Long-term,Wealth Building,500000,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,668001
34,Consultant,Low,Long-term,Retirement,378152,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1005161
23,Artist,High,Long-term,Retirement,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,833185
40,Doctor,Medium,Mid-term,Marriage,424728,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1256514
59,Student,Medium,Short-term,Emergency Fund,80000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,86039
18,Business Owner,Medium,Mid-term,Education,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,925708
21,Engineer,Medium,Long-term,Retirement,85020,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1003093
64,Doctor,Low,Long-term,Wealth Building,427173,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1258070
58,Consultant,Low,Long-term,Wealth Building,500000,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,303310
21,Student,Medium,Long-term,Wealth Building,24291,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,88735
35,Artist,Medium,Short-term,Emergency Fund,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1147461
33,Business Owner,Low,Short-term,Emergency Fund,201601,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,434819
46,Freelancer,High,Short-term,Emergency Fund,251452,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1050218
52,Banker,Medium,Long-term,Wealth Building,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,387175
38,Consultant,Medium,Short-term,Emergency Fund,201918,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1251475
22,Engineer,High,Short-term,Emergency Fund,173416,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1068620
42,Consultant,High,Mid-term,Education,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,447930
59,Service Industry,High,Mid-term,Education,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,734230
34,Lawyer,Medium,Short-term,Emergency Fund,455083,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,885434
37,Consultant,Medium,Long-term,Wealth Building,361345,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,789308
64,Teacher,Low,Long-term,Wealth Building,439167,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,447484
59,Government Employee,Medium,Mid-term,Marriage,390833,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1051427
39,Banker,Low,Mid-term,Education,500000,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,394439
63,Freelancer,Medium,Long-term,Wealth Building,208982,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,818852
18,Banker,High,Short-term,Emergency Fund,451784,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1015835
26,Artist,Low,Mid-term,Marriage,500000,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1192963
25,Engineer,Low,Short-term,Emergency Fund,274833,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,693062
19,Artist,High,Mid-term,Education,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1053472
41,Retail Worker,High,Mid-term,Marriage,414412,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,900418
41,Freelancer,Low,Mid-term,Marriage,73301,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,867076
20,Banker,High,Long-term,Wealth Building,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,350106
31,Government Employee,Medium,Long-term,Wealth Building,193214,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1196881
45,Teacher,High,Mid-term,Education,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,987580
47,Engineer,Low,Mid-term,Education,500000,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,405355
40,Retail Worker,High,Mid-term,Education,245516,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1102444
32,Government Employee,Medium,Long-term,Wealth Building,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1223690
18,Artist,High,Mid-term,Education,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1158214
62,Engineer,Low,Short-term,Emergency Fund,242733,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1059872
42,Engineer,Medium,Long-term,Retirement,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,415845
47,Engineer,Medium,Mid-term,Education,121682,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,545641
58,Teacher,Low,Short-term,Emergency Fund,500000,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,558534
